nulo,333.297864914,444.733541012,644.86857295,737.29457283,4724.24040699,1376.8869917391999
perc=0.1.+facts.+binary.-active,439.3585639,702.024338961,844.027761936,919.83848691,1039.82150888,1104.88667011,841.6595551161666
perc=0.1.+facts.-binary.+active,491.896319866,629.811179876,823.1348629,1228.78750014,1373.60919309,1674.58046412,5853.0713439,1724.9844091274285
perc=0.1.+facts.-binary.-active,522.131800175,523.317695141,573.164988995,1014.33739305,1848.62070203,2021.62966013,1083.8670399201667
perc=0.1.-facts.+binary.+active,709.654639959,1144.71505713,1217.93340683,1347.44969702,1576.50824594,2072.09836197,2393.44723201,1494.543805837
perc=0.1.-facts.+binary.-active,502.723045111,594.95855093,852.17531395,1078.98912001,1117.51385212,1287.86051989,1381.67058897,973.6987129972857
perc=0.1.-facts.-binary.+active,644.510987997,653.46589303,1028.95167994,1177.38111997,1224.52280188,1253.09469008,3733.34261489,1387.8956839695713
perc=0.1.-facts.-binary.-active,557.372029066,852.131382942,1098.33096004,1134.74682379,1161.63538504,1224.25000906,1388.675493,1059.5917261339998
perc=0.15.+facts.+binary.+active,844.537564993,857.093547106,987.494777918,1017.04581118,1023.26790905,1203.00830507,1797.313241,1104.2515937595713
perc=0.15.+facts.+binary.-active,796.760190964,1037.58436894,1046.66968703,1348.07437015,1903.65196705,2074.37467694,2398.16382194,1515.039869002
perc=0.15.+facts.-binary.+active,307.694279909,1097.24358797,1169.53378105,1518.20116115,1544.95519185,1552.00065517,2514.61402416,1386.320383037
perc=0.15.+facts.-binary.-active,674.948940992,993.142015934,1319.852283,1411.86125779,1499.42239714,1544.56288505,1947.71249914,1341.6431827208569
perc=0.15.-facts.+binary.+active,716.598157883,864.177633047,1033.93852711,1354.87643099,1880.155092,2100.14414477,14559.821965,3215.6731358285715
perc=0.15.-facts.+binary.-active,978.047597885,1047.58257699,1064.60330296,1375.08628011,2061.05180001,2112.85817695,13215.5078449,3122.1053685435713
perc=0.15.-facts.-binary.+active,654.774030209,1512.51005292,2228.91991687,2263.64225006,2402.64547086,2453.88292599,3554.46209908,2152.9766779984284
perc=0.15.-facts.-binary.-active,594.486097097,1137.57466006,1392.04618096,1624.17228794,1914.09349608,3071.918262,3822.71650195,1936.7153551552858
perc=0.2.+facts.+binary.+active,809.37163496,1028.80847406,1121.64809799,1144.20586014,1545.05541682,2256.59458995,2263.107898,1452.684567417143
perc=0.2.+facts.+binary.-active,852.7851789,909.413518906,1192.68949199,1671.87838292,2184.91620898,7914.50276709,10933.5350239,3665.6743675265716
perc=0.2.+facts.-binary.+active,573.267554998,980.625306845,1191.03867316,2090.11745191,2238.95100403,3039.11342096,16984.5994589,3871.101838686143
perc=0.2.+facts.-binary.-active,734.133427858,1028.10538197,1162.90694213,1281.68409085,1723.83445907,6432.08022618,11343.3616471,3386.5865964511427
perc=0.2.-facts.+binary.+active,742.958813906,878.011079073,1211.11221194,1218.80109096,4278.96257997,5227.32616496,10620.0998449,3453.8959693869997
perc=0.2.-facts.+binary.-active,444.843038082,913.677347898,1344.47026014,1566.52852297,3449.80195403,3958.58911705,11373.1387749,3293.007002152857
perc=0.2.-facts.-binary.+active,762.606663942,996.687458038,1379.41038895,1414.01550198,2053.41837788,3189.52192092,6958.51838088,2393.4540989414286
perc=0.2.-facts.-binary.-active,1217.35022092,1359.15025592,1423.31500411,1687.36905313,2012.56373787,4247.71620393,6158.01302314,2586.496785574286
perc=1.0.+facts.+binary.+active,3041.16819882,3293.65377903,4824.25315809,7637.73912787,8232.82855201,5405.928563164
perc=1.0.-facts.+binary.+active,4289.220191,11749.5507622,19581.4869061,11873.419286433333
sizele2.+facts,411.621592999,446.482226849,582.860925913,699.382107973,1318.19218802,1912.42426205,2396.45006609,1109.6304814134287
sizele2.-facts,123.731598854,706.46627903,939.356908083,1456.57531786,1622.5613122,2368.52539682,2499.21653819,1388.061907291
sizele3.+facts,313.61698103,447.489169836,766.982324839,1244.84664297,1296.52284002,1611.44670987,1796.4837172,1068.1983408235715
sizele3.-facts,296.437981844,882.42825985,1163.60136509,1244.71556592,1308.68631101,2178.13866711,2614.54798198,1384.0794475434286
sizele4.+facts,428.843504906,609.247895956,713.431869984,713.699701071,1191.78982496,1232.68664098,1524.34970903,916.2927352695714
sizele4.-facts,354.815227985,744.568764925,834.086035967,853.103981972,1529.44193697,1797.469347,2660.14273,1253.375432117
sizele5.+facts,408.393157005,817.377524137,927.092722893,1008.57296801,1048.55259991,1324.06255198,1693.05813813,1032.444237437857
sizele5.-facts,673.206558228,834.975795984,962.684250832,1593.9573431,1681.68717098,1699.16557693,1896.77513695,1334.6359761434287
sizele6.+facts,338.210626841,459.015538931,616.733366013,756.4667449,1032.41302586,1033.53027606,1654.7209878,841.5843666292858
sizele6.-facts,373.904341936,418.223317146,447.24804306,497.988837004,578.989526033,824.328083038,1007.07263184,592.536397151
